Name	Date	TweetCount
Deirdre Dickson-Gilbert	20220101	1
Anna Valencia	20220101	2
Josh Shapiro	20220101	13
Sheila Reid-Shaver	20220101	22
Stefano Forte	20220101	18
Nellie Gorbea	20220101	3
Rachel Hunt	20220101	1
Susan Hays	20220101	7
Jeff Weninger	20220101	1
Yuh-Line Niou	20220101	53
Luke Warford	20220101	12
Michelle Lujan Grisham	20220101	1
Robert Ortt	20220101	1
Charlie Crist	20220101	4
Joe Jaworski	20220101	52
Wanda James	20220101	2
Michelle Ugenti-Rita	20220101	2
Kimberly Yee	20220101	1
Goldi Gaines	20220101	4
Tony Evers	20220101	1
Elise Stefanik	20220101	5
Patrick Testin	20220101	1
Ellen Weaver	20220101	1
Dan Schwartz	20220101	1
Eric Lesser	20220101	1
Glenn Hegar	20220101	1
Kristina Karamo	20220101	1
Robert Sprague	20220101	1
Paul Gosar	20220101	1
Dan Patrick	20220101	5
Kristin Roers	20220101	1
Lisa Guzman	20220101	2
Burt Jones	20220101	2
Roxanne Persaud	20220101	3
George P. Bush	20220101	1
Jeff Jackson	20220101	2
Liz Cheney	20220101	7
James Gisondi	20220101	13
Tom Suozzi	20220101	2
Joseph Griffo	20220101	3
Tim Baxter	20220101	3
Kris Kobach	20220101	3
Bennie Thompson	20220101	17
Gillian Battino	20220101	3
Michael Lazzara	20220101	1
Joe Lombardo	20220101	1
Andrew Giuliani	20220101	2
Nakita Hemingway	20220101	3
Joe Cunningham	20220101	2
Gordana Schifanelli	20220101	6
Ben Vig	20220101	1
Sarah Stogner	20220101	1
Brooke Elizabeth Lierman	20220101	3
Russell Diamond	20220101	1
Rob Sand	20220101	11
Kevin Stitt	20220101	5
Edgar Flores	20220101	1
Beau LaFave	20220101	2
Bob Stefanowski	20220101	2
Dave Yost	20220101	1
Patrick Gallivan	20220101	1
Steve Sisolak	20220101	6
Nikki Fried	20220101	14
Alexi Giannoulias	20220101	1
Jocelyn Benson	20220101	18
Brock Weber	20220101	1
Patricia Spearman	20220101	1
Daniel McKee	20220101	1
Kevin Rinke	20220101	1
Kevin Nicholson	20220101	1
Gregg Amore	20220101	1
Brian Dahle	20220101	1
Marco Lopez	20220101	2
Eleni Kounalakis	20220101	1
Randy Feenstra	20220101	1
Alex Cornwallis	20220101	1
Skyler Johnson	20220101	4
Machaela Cavanaugh	20220101	2
Ayanna Pressley	20220101	2
Thomas Quiter	20220101	4
Jamaal Bailey	20220101	2
Maggie Toulouse Oliver	20220101	1
Joe Biden	20220101	109
Jen Jordan	20220101	3
Andrea Stewart-Cousins	20220101	1
Christian Amato	20220101	1
Scott Fitzpatrick	20220101	16
Annette Taddeo	20220101	28
Joy Hofmeister	20220101	4
Dana Nessel	20220101	4
Kim Crockett	20220101	1
Delilah Barrios	20220101	3
Greg Abbott	20220101	165
Abigail Spanberger	20220101	1
Natalie Bruno	20220101	1
Moira McCabe	20220101	3
Elijah Reichlin-Melnick	20220101	1
Marco Battaglia	20220101	3
Rachel May	20220101	1
Thomas O'Mara	20220101	2
John Barge	20220101	1
Christine Drazan	20220101	2
Frank LaRose	20220101	7
Diana DiZoglio	20220101	1
Gary Rabine	20220101	1
Roby Smith	20220101	1
Lawrence Wasden	20220101	1
John Macco	20220101	1
Peggy Flanagan	20220101	1
Robin Ficker	20220101	3
Will Ainsworth	20220101	2
Charles Calenda	20220101	2
Shirley Weber	20220101	1
Mike Garcia	20220101	2
Steve Carlson	20220101	39
Brenda Nelson-Porter	20220101	18
Wes Moore	20220101	2
Cindy Maxwell-Ostdiek	20220101	2
Peter Harckham	20220101	1
Frank Hughes Jr.	20220101	6
Lee Zeldin	20220101	1
Janet Dudding	20220101	3
Jon Baron	20220101	2
Larry Sharpe	20220101	4
Mike Frerichs	20220101	1
Clark Jolley	20220101	1
Neil Breslin	20220101	1
Laura Montoya	20220101	1
Beto O'Rourke	20220101	91
Lauren Boebert	20220101	25
Derek Schmidt	20220101	4
Frederic Schultz	20220101	48
Melanie Scheible	20220101	1
Adrian Fontes	20220101	1
Natalie Murdock	20220101	6
Tim Mathern	20220101	2
Gale M. Adams	20220101	1
Adam Jarchow	20220101	2
Angelito Tenorio	20220101	1
Sherry Menor-McNamara	20220101	1
Lauren Kuby	20220101	1
Michele Fiore	20220101	2
Peter Franchot	20220101	1
Pete Stauber	20220101	2
Megan Hunt	20220101	1
Rochelle Garza	20220101	2
Catherine C. O'Malley	20220101	1
Rodney Glassman	20220101	1
Darren Bailey	20220101	3
Dee Watson	20220101	4
Fitz Johnson	20220101	1
Leroy Comrie	20220101	1
Tim Echols	20220101	4
David Fennell	20220101	1
Cindy Axne	20220101	1
Anna Kaplan	20220101	1
James Michael Bowers	20220101	1
Destiny Scott Wells	20220101	3
John Cardiff Gerhardt	20220101	1
Nancy Pelosi	20220101	17
Paul Pate	20220101	5
Paul Lowe	20220101	1
Dan Maloit	20220101	2
Ashley B. Moody	20220101	2
Susana Mendoza	20220101	2
Michael L. Fitzgerald	20220101	1
Errol Webber	20220101	3
Linda Lee Tarver	20220101	1
Robert Vaillancourt	20220101	7
Jose M. Serrano	20220101	1
Alessandra Biaggi	20220101	6
Abraham Hamadeh	20220101	4
Kristopher Dahir	20220101	1
David Varnam	20220101	1
Austin Chenge	20220101	1
Gavin Newsom	20220101	33
Shelley Mayer	20220101	1
Lanhee Chen	20220101	1
Gary Swing	20220101	2
Tim Grady	20220101	4
Lance Christensen	20220101	7
Gary Votour	20220101	7
John Joseph Mercadante	20220101	2
Paul Sand	20220101	7
Cynthia Mendes	20220101	2
Will Martin	20220101	1
Roger Roth	20220101	1
Phil Weiser	20220101	8
Deb Goldberg	20220101	1
Darren Jackson	20220101	2
Steve Chabot	20220101	1
Ron DeSantis	20220101	40
Brandon Davis	20220101	2
Kyle Yudes	20220101	2
Fabian Donate	20220101	2
Wes Allen	20220101	2
Leslie Rutledge	20220101	1
Letitia James	20220101	8
John Cavanaugh	20220101	1
Jon Husted	20220101	5
Jena Griswold	20220101	1
Jared Polis	20220101	5
Tony Vargas	20220101	2
J.B. Pritzker	20220101	3
Ashwani Jain	20220101	2
Sergio Alcubilla	20220101	6
Daniel Uhlfelder	20220101	103
Brad Little	20220101	1
Jesse Sullivan	20220101	3
Jeremy Cooney	20220101	5
Keith Faber	20220101	3
David Perdue	20220101	1
Sean Scanlon	20220101	1
Daniel Patterson	20220101	4
Paola Tulliani-Zen	20220101	1
Rey Herrera	20220101	1
Kelly Schulz	20220101	1
Henry McMaster	20220101	3
Jumaane Williams	20220101	7
Tudor Dixon	20220101	4
Donald Davis	20220101	2
Pat Dowell	20220101	1
Jim Zeigler	20220101	1
Tami Gouveia	20220101	12
Rob Astorino	20220101	2
Matt Gaetz	20220101	6
Karoline Leavitt	20220101	1
Sarah Huckabee Sanders	20220101	16
Jinny Suh	20220101	11
Chris Sununu	20220101	1
Douglas F. Gansler	20220101	1
Sara Rodriguez	20220101	1
Helena Foulkes	20220101	1
Marjorie Taylor Greene	20220101	2
Stacey Abrams	20220101	11
Heidi Ganahl	20220101	1
Kathy Jennings	20220101	1
Tyler Harper	20220101	1
Ned Lamont	20220101	7
Brad Raffensperger	20220101	2
Ammon Bundy	20220101	1
Jennifer Hicks	20220101	1
Terri Pickens Manweiler	20220101	1
Jerrold Nadler	20220101	2
Jill Tokuda	20220101	2
Kathy Hoffman	20220101	1
Vickie Sawyer	20220101	1
Doug Mastriano	20220101	11
Reginald Bolding	20220101	1
Chris Powell	20220101	2
Brian Kemp	20220101	8
Dianna Ploss	20220101	1
Matthew DePerno	20220101	3
J. Gustavo Rivera	20220101	2
Jim Pillen	20220101	1
Julie Blaha	20220101	1
Kay Ivey	20220101	1
Nan Whaley	20220101	3
Pamela Pugh	20220101	5
Matt Birk	20220101	6
Juliana Stratton	20220101	5
Kathy Hochul	20220101	2
Anthony Sabatini	20220101	17
Maritza Bond	20220101	4
Themis Klarides	20220101	1
Michael Stading	20220101	1
Ryan Graham	20220101	3
Pam Whitaker	20220101	4
Matt Pinnell	20220101	1
Julia Salazar	20220101	1
Aruna Miller	20220101	4
Gretchen Whitmer	20220101	6
Ken Paxton	20220101	117
Jesse Gibson	20220101	10
Marilyn Dondero Loop	20220101	1
E.C. Sykes	20220101	1
Howie Morales	20220101	1
Richard Michael DeWine	20220101	1
Richard Sessoms	20220101	1
Ilhan Omar	20220101	1
Kaiali'i Kahele	20220101	2
Ashley Hinson	20220101	3
JB Smiley Jr.	20220101	1
Diego Morales	20220101	1
Michael Trimble	20220101	1
Bee Nguyen	20220101	4
Kandiss Taylor	20220101	8
Mariannette Miller-Meeks	20220101	5
Stephanie Trussell	20220101	1
Ben Clark	20220101	1
Kari Lake	20220101	25
Mitchell Robinson	20220101	69
Derrick Van Orden	20220101	5
Tyler Lee	20220101	6
Amy Loudenbeck	20220101	1
Drew Wrigley	20220101	5
Robert Vaillancourt	20220102	17
Michael L. Fitzgerald	20220102	1
David Fennell	20220102	2
Richard Sessoms	20220102	2
Susana Mendoza	20220102	1
Kwame Raoul	20220102	1
Nancy Pelosi	20220102	17
Dan Maloit	20220102	1
Richard Michael DeWine	20220102	1
Mark Ronchetti	20220102	1
Angelito Tenorio	20220102	2
Natalie Murdock	20220102	4
Pete Stauber	20220102	2
Sarah Huckabee Sanders	20220102	3
Andrew W. Gould	20220102	1
Lauren Kuby	20220102	4
Tim Walz	20220102	1
Michael Trimble	20220102	1
John Cardiff Gerhardt	20220102	1
Kathy Hochul	20220102	1
Errol Webber	20220102	10
Cindy Maxwell-Ostdiek	20220102	12
Doug Mastriano	20220102	3
Linda Lee Tarver	20220102	22
Charlie Bailey	20220102	1
Dan Patrick	20220102	3
Charles Calenda	20220102	1
Stacey Abrams	20220102	13
Paul Gosar	20220102	8
David Shestokas	20220102	11
Mitchell Robinson	20220102	54
David Varnam	20220102	1
Kandiss Taylor	20220102	2
Kristina Karamo	20220102	1
Steve Carlson	20220102	65
James Michael Bowers	20220102	1
Brad Raffensperger	20220102	3
Phil Weiser	20220102	5
Lauren Boebert	20220102	131
Derek Schmidt	20220102	2
Brenda Nelson-Porter	20220102	4
Wes Moore	20220102	1
John Marsh Tyson	20220102	1
Abraham Hamadeh	20220102	7
Kristopher Dahir	20220102	1
Frederic Schultz	20220102	25
Matt Gaetz	20220102	1
Beto O'Rourke	20220102	55
John Barge	20220102	6
Anna Kaplan	20220102	1
Gary Swing	20220102	6
Will Ainsworth	20220102	3
Ron DeSantis	20220102	27
Jon Baron	20220102	2
Pam Whitaker	20220102	2
Daniel Uhlfelder	20220102	43
Gary Rabine	20220102	2
Zephyr Teachout	20220102	1
Steve Chabot	20220102	1
Matt Birk	20220102	13
John Mannion	20220102	1
Carol Blood	20220102	4
John Kellner	20220102	1
Cynthia Mendes	20220102	1
Henry McMaster	20220102	4
Cori Villegas	20220102	1
Pamela Pugh	20220102	1
Paul Sand	20220102	7
Robin Ficker	20220102	1
Diana DiZoglio	20220102	1
John Joseph Mercadante	20220102	1
Gary Votour	20220102	11
Stephanie Trussell	20220102	1
Lacy Cooper	20220102	1
Jumaane Williams	20220102	5
Rey Herrera	20220102	2
Lance Christensen	20220102	4
Kyle Yudes	20220102	4
Wes Allen	20220102	1
Destiny Scott Wells	20220102	4
Derrick Van Orden	20220102	4
Lee Zeldin	20220102	7
Karoline Leavitt	20220102	1
Tim Echols	20220102	2
Ilhan Omar	20220102	1
Taylor Sappington	20220102	1
Cindy Axne	20220102	1
Aaron Lieberman	20220102	1
Sergio Alcubilla	20220102	1
Stefano Forte	20220102	9
Gavin Newsom	20220102	34
Darren Bailey	20220102	3
Aruna Miller	20220102	2
Dee Watson	20220102	4
Shelley Mayer	20220102	1
Nan Whaley	20220102	1
Letitia James	20220102	10
Jon Husted	20220102	2
Jesse Sullivan	20220102	1
Larry Sharpe	20220102	3
Kari Lake	20220102	7
Frank LaRose	20220102	7
Jeremy Cooney	20220102	2
Frank Hughes Jr.	20220102	5
Elise Stefanik	20220102	1
Thomas Quiter	20220102	7
Deidre DeJear	20220102	1
Jared Polis	20220102	2
Jena Nelson	20220102	1
Daniel Patterson	20220102	10
Kevin Stitt	20220102	1
Susan Hays	20220102	1
Joe Jaworski	20220102	33
Rob Sand	20220102	2
Charlie Crist	20220102	1
Patty Durand	20220102	4
Matthew DePerno	20220102	2
Vittoria Fariello	20220102	1
Robert Bernosky	20220102	1
J.B. Pritzker	20220102	2
Luke Warford	20220102	3
Jinny Suh	20220102	6
Russell Diamond	20220102	3
Yuh-Line Niou	20220102	49
Ashwani Jain	20220102	1
Rachel Hunt	20220102	1
Michelle Lujan Grisham	20220102	2
Luis Daniel Muñoz	20220102	2
Marilyn Dondero Loop	20220102	1
Marjorie Taylor Greene	20220102	123
Brooke Elizabeth Lierman	20220102	2
Delilah Barrios	20220102	6
Tudor Dixon	20220102	3
Maritza Bond	20220102	1
Patrick Starnes	20220102	2
Joy Hofmeister	20220102	1
Rebecca Kleefisch	20220102	1
Annette Taddeo	20220102	1
Anthony Sabatini	20220102	23
Steve Marshall	20220102	1
Christian Amato	20220102	3
Mike Tipping	20220102	3
Ryan Graham	20220102	4
Rob Astorino	20220102	1
Jen Jordan	20220102	7
Jim Zeigler	20220102	1
Abigail Spanberger	20220102	2
Joe Biden	20220102	94
Greg Abbott	20220102	48
Joshua Green	20220102	5
Ayanna Pressley	20220102	1
Dawn Buckingham	20220102	1
Lisa Guzman	20220102	1
Jamaal Bailey	20220102	1
Sarah Stogner	20220102	2
Gordana Schifanelli	20220102	17
Marco Battaglia	20220102	3
Skyler Johnson	20220102	3
Deirdre Dickson-Gilbert	20220102	3
Juliana Stratton	20220102	1
Sheila Reid-Shaver	20220102	16
Kim Crockett	20220102	3
Eddie Wenrich	20220102	1
JB Smiley Jr.	20220102	5
Kevin Nicholson	20220102	1
Ashley Hinson	20220102	2
James Gisondi	20220102	28
Bennie Thompson	20220102	32
Ammon Bundy	20220102	4
Alexi Giannoulias	20220102	1
Dave Yost	20220102	6
Liz Cheney	20220102	64
Katie Hobbs	20220102	1
Lou Leon Guerrero	20220102	1
Jocelyn Benson	20220102	10
Ned Lamont	20220102	13
Patricia Spearman	20220102	1
Christina Bohannan	20220102	1
Steve Sisolak	20220102	3
Andrew Giuliani	20220102	3
Tom Suozzi	20220102	1
Eric Lesser	20220102	1
Jeff Jackson	20220102	5
Nancy Navarro	20220102	3
Thomas O'Mara	20220102	7
Josh Shapiro	20220102	28
Glenn Hegar	20220102	1
Ken Paxton	20220102	22
Burt Jones	20220102	1
Chris Powell	20220102	2
Roxanne Persaud	20220102	1
Bob Stefanowski	20220102	2
George P. Bush	20220102	1
Joe Lombardo	20220102	1
Mariannette Miller-Meeks	20220102	1
Dianna Ploss	20220102	1
Greg Abbott	20220103	49
Kevin Rinke	20220103	2
Derek Schmidt	20220103	5
Chris Sununu	20220103	2
Derrick Van Orden	20220103	7
Karl Catarata	20220103	1
Charles Calenda	20220103	3
Cindy Maxwell-Ostdiek	20220103	4
Laura Montoya	20220103	1
Richard Hudson	20220103	7
Darren Bailey	20220103	3
JB Smiley Jr.	20220103	1
Rayla Campbell	20220103	2
Tony Vargas	20220103	3
Raul Torrez	20220103	1
Steve Carlson	20220103	45
Wes Moore	20220103	3
Rochelle Garza	20220103	3
Robin Ficker	20220103	2
Kandiss Taylor	20220103	15
Michael Trimble	20220103	1
Michael Stading	20220103	1
Tony Mattivi	20220103	1
Neil Breslin	20220103	2
Ken Paxton	20220103	3
Ilhan Omar	20220103	1
Ned Lamont	20220103	12
Larry Sharpe	20220103	1
Juan Juárez	20220103	2
Janet T. Mills	20220103	3
Chris Dempsey	20220103	4
Alisha Thomas Searcy	20220103	1
John Thurston	20220103	1
Bob Stefanowski	20220103	3
Angelito Tenorio	20220103	2
Rob Sand	20220103	4
Kevin Stitt	20220103	3
Julia Salazar	20220103	4
Randy Feenstra	20220103	2
Gary Rabine	20220103	1
Latasha Fields	20220103	1
Kari Lake	20220103	15
Alexi Giannoulias	20220103	4
Ashley Hinson	20220103	1
Steve Marshall	20220103	1
Timothy M. Kennedy	20220103	1
Delilah Barrios	20220103	2
Beto O'Rourke	20220103	31
Frederic Schultz	20220103	7
Dawn Buckingham	20220103	2
Gretchen Whitmer	20220103	5
Betsy Johnson	20220103	1
Peter Harckham	20220103	1
Robert Vaillancourt	20220103	18
Ammon Bundy	20220103	1
Natalie Murdock	20220103	1
Andrew Giuliani	20220103	2
Sergio Alcubilla	20220103	2
James Clyburn	20220103	15
Kwame Raoul	20220103	1
Kris Kobach	20220103	8
J. Gustavo Rivera	20220103	3
Chris Powell	20220103	7
Juliana Stratton	20220103	4
Josh Shapiro	20220103	43
Kathy Hochul	20220103	1
Mike Naig	20220103	1
Sheila Reid-Shaver	20220103	21
Ricky Dale Harrington Jr.	20220103	1
Glenn Hegar	20220103	3
Josh Kaul	20220103	2
Kris Mayes	20220103	1
Mitchell Robinson	20220103	56
Charlie Bailey	20220103	1
Chris Pappas	20220103	1
Heidi Ganahl	20220103	3
Brad Raffensperger	20220103	3
Natasha Marcus	20220103	1
George P. Bush	20220103	2
James Gisondi	20220103	21
Phil Weiser	20220103	2
Kathy Manning	20220103	1
Scott Schwab	20220103	3
Tyler Harper	20220103	1
Christina Bohannan	20220103	2
Nancy Navarro	20220103	5
Kristopher Dahir	20220103	1
Alessandra Biaggi	20220103	13
Michelle Lujan Grisham	20220103	4
Quentin Palfrey	20220103	1
Kirk Penner	20220103	2
Rachel May	20220103	1
Destiny Scott Wells	20220103	5
Rachel Hunt	20220103	9
Gordana Schifanelli	20220103	2
Jamaal Bailey	20220103	4
Rebecca Kleefisch	20220103	5
Shawn Keenan	20220103	1
Lance Christensen	20220103	1
Gary Swing	20220103	1
Christian Amato	20220103	3
Gary Votour	20220103	9
Jumaane Williams	20220103	8
Joshua Green	20220103	3
Jon Baron	20220103	4
David Perdue	20220103	3
Rey Herrera	20220103	9
Karoline Leavitt	20220103	2
Lanhee Chen	20220103	1
Rob Astorino	20220103	2
Henry McMaster	20220103	3
Sean Scanlon	20220103	4
Tudor Dixon	20220103	1
Kim Reynolds	20220103	1
Kimi Cole	20220103	1
Kyle Sefcik	20220103	1
Robert Ortt	20220103	5
J.B. Pritzker	20220103	1
Jon Husted	20220103	3
Charlie Crist	20220103	14
Wes Allen	20220103	6
Mike Tipping	20220103	1
Kelly Krout	20220103	2
Kyle Yudes	20220103	3
Shelley Mayer	20220103	1
Kimberly Yee	20220103	1
Julie Pickren	20220103	1
Susan Hays	20220103	4
Vittoria Fariello	20220103	1
Tony Evers	20220103	3
Cindy Axne	20220103	7
Gavin Newsom	20220103	14
Kristina Karamo	20220103	1
Tim Mathern	20220103	1
Ben Vig	20220103	2
Ben Clark	20220103	30
Tim Echols	20220103	2
Anna Kaplan	20220103	1
Michelle Hinchey	20220103	1
Marilyn Dondero Loop	20220103	2
Pat Dowell	20220103	1
Paul Pate	20220103	1
Nancy Pelosi	20220103	54
Steve Simon	20220103	1
Scott Fitzpatrick	20220103	2
Brian Dahle	20220103	1
Dave Yost	20220103	2
Errol Webber	20220103	17
Linda Lee Tarver	20220103	6
Mariannette Miller-Meeks	20220103	16
Susana Mendoza	20220103	6
Eddie Settle	20220103	4
Shiry Sapir	20220103	1
Ryan Graham	20220103	10
Letitia James	20220103	52
Anthony Sabatini	20220103	21
Stacey Abrams	20220103	17
Pamela Pugh	20220103	11
Carol Blood	20220103	4
Jill Tokuda	20220103	1
Dee Watson	20220103	1
Dianna Ploss	20220103	3
Paul Sand	20220103	11
Ashwani Jain	20220103	1
Thomas O'Mara	20220103	5
Jim Pillen	20220103	2
Douglas F. Gansler	20220103	1
Ron DeSantis	20220103	15
Daniel Patterson	20220103	7
Matthew DePerno	20220103	1
Maritza Bond	20220103	3
Paola Tulliani-Zen	20220103	1
Fabian Donate	20220103	8
Stefano Forte	20220103	9
Marjorie Taylor Greene	20220103	82
Abraham Hamadeh	20220103	4
Steve Sisolak	20220103	8
Jocelyn Benson	20220103	26
Yolanda Flowers	20220103	3
Jen Jordan	20220103	6
Joe Biden	20220103	118
Niel Petersen	20220103	1
Bennie Thompson	20220103	72
Skyler Johnson	20220103	1
Joe Lombardo	20220103	1
Deidre DeJear	20220103	2
Malia Cohen	20220103	1
Eric Lesser	20220103	1
Elise Stefanik	20220103	37
Anna Valencia	20220103	1
Patrick Testin	20220103	1
Joe Jaworski	20220103	16
Patty Durand	20220103	3
Simcha Felder	20220103	1
Luke Warford	20220103	11
Luis Daniel Muñoz	20220103	1
Rushern Baker III	20220103	1
Leroy Comrie	20220103	3
Tim Baxter	20220103	3
Dana Nessel	20220103	11
John Barge	20220103	5
Nikki Fried	20220103	3
Russell Diamond	20220103	4
Brooke Elizabeth Lierman	20220103	3
Wilton Simpson	20220103	1
Paul Gosar	20220103	9
Marco Lopez	20220103	4
Dan Patrick	20220103	6
Annette Taddeo	20220103	14
Ayanna Pressley	20220103	3
Burt Jones	20220103	2
Roxanne Persaud	20220103	1
Marco Battaglia	20220103	1
Jeff Jackson	20220103	5
Sarah Stogner	20220103	5
Elijah Reichlin-Melnick	20220103	5
Liz Cheney	20220103	44
Abigail Spanberger	20220103	1
Eric Toney	20220103	1
Brian Kemp	20220103	4
Yuh-Line Niou	20220103	54
Jeremy Cooney	20220103	1
Catherine C. O'Malley	20220103	1
Lauren Kuby	20220103	2
John Mannion	20220103	1
Cisco Aguilar	20220103	1
Lawrence Wasden	20220103	1
Daniel Uhlfelder	20220103	107
Aaron Lieberman	20220103	3
Matt Salmon	20220103	3
Zachary Varon	20220103	9
Clark Jolley	20220103	1
Daphne Jordan	20220103	4
Aruna Miller	20220103	1
Jesse Sullivan	20220103	5
Will Ainsworth	20220103	2
Angie Lauritsen	20220103	2
David Fennell	20220103	1
Shirley Weber	20220103	2
Jesse Gibson	20220103	3
Diana DiZoglio	20220103	3
Matt Birk	20220103	13
Jared Polis	20220103	1
Mike Garcia	20220103	1
Zephyr Teachout	20220103	13
Frank Hughes Jr.	20220103	4
Frank LaRose	20220103	3
Richard Sessoms	20220103	1
Tami Gouveia	20220103	13
Jerrold Nadler	20220103	9
Nan Whaley	20220103	8
David Shestokas	20220103	6
Lauren Boebert	20220103	112
Terri Pickens Manweiler	20220103	1
Taylor Sappington	20220103	2
Michele Fiore	20220103	1
Lee Zeldin	20220103	3
Adrian Fontes	20220103	1
Matt Gaetz	20220103	22
Bee Nguyen	20220103	3
Ilhan Omar	20220104	1
Sarah Stogner	20220104	10
Greg Abbott	20220104	44
Dawn Buckingham	20220104	1
Tami Gouveia	20220104	5
Moira McCabe	20220104	1
Kevin Stitt	20220104	4
Nan Whaley	20220104	10
Pam Whitaker	20220104	1
Kari Lake	20220104	27
Alex Cornwallis	20220104	2
Marco Battaglia	20220104	6
Maura Healey	20220104	2
Rob Sand	20220104	1
Marco Lopez	20220104	3
Sonia Chang-Diaz	20220104	1
Matt Gaetz	20220104	42
Michael Trimble	20220104	1
Randy Feenstra	20220104	1
Tyler Lee	20220104	3
Brooke Elizabeth Lierman	20220104	2
Stephanie Trussell	20220104	3
Brad Raffensperger	20220104	13
Abigail Spanberger	20220104	1
Skyler Johnson	20220104	2
Matt Salmon	20220104	6
Brandon Woolf	20220104	1
Dan Schwartz	20220104	1
Bee Nguyen	20220104	5
David Perdue	20220104	7
Kandiss Taylor	20220104	5
Kaiali'i Kahele	20220104	1
Elise Stefanik	20220104	38
Tiffany Shedd	20220104	1
Charlie Crist	20220104	20
Diego Morales	20220104	1
Kimberly Yee	20220104	1
Jerrold Nadler	20220104	10
Luke Warford	20220104	2
Robert Ortt	20220104	4
Rachel Hunt	20220104	2
Gordana Schifanelli	20220104	2
Jesse Gibson	20220104	1
Jamaal Bailey	20220104	2
Susan Hays	20220104	3
Dana Nessel	20220104	10
Kim Crockett	20220104	6
Joy Hofmeister	20220104	1
Ayanna Pressley	20220104	4
Annette Taddeo	20220104	56
Aruna Miller	20220104	1
Malia Cohen	20220104	1
Brian Kavanagh	20220104	1
Jen Jordan	20220104	5
Tony Evers	20220104	2
Chris Dempsey	20220104	6
Joshua Green	20220104	3
Daphne Jordan	20220104	1
Joe Biden	20220104	172
Dawn Grove	20220104	1
Valerie Foushee	20220104	2
Jaime Herrera Beutler	20220104	1
Thomas Quiter	20220104	1
Patrick Gallivan	20220104	1
Nikki Fried	20220104	5
Bob Stefanowski	20220104	2
Juliana Stratton	20220104	4
Marjorie Taylor Greene	20220104	39
J. Gustavo Rivera	20220104	3
Sabina Matos	20220104	2
Douglas F. Gansler	20220104	1
J.B. Pritzker	20220104	3
Kay Ivey	20220104	3
Jim Pillen	20220104	25
Mike Tipping	20220104	1
Mark Ronchetti	20220104	2
Julie Blaha	20220104	1
Aaron Lieberman	20220104	2
Matthew DePerno	20220104	1
Vittoria Fariello	20220104	3
Ashley Hinson	20220104	2
Tudor Dixon	20220104	3
Daniel Patterson	20220104	3
Maritza Bond	20220104	1
Heidi Drygas	20220104	2
Kathy Hochul	20220104	3
Brian Kemp	20220104	5
Tyler Harper	20220104	1
Pamela Pugh	20220104	10
Chris Pappas	20220104	2
Ashwani Jain	20220104	1
Stacey Abrams	20220104	14
Katie Hobbs	20220104	4
Chris Powell	20220104	3
Reginald Bolding	20220104	1
Ricky Dale Harrington Jr.	20220104	1
Jill Tokuda	20220104	5
Ammon Bundy	20220104	1
Dianna Ploss	20220104	3
Doug Mastriano	20220104	1
Mitchell Robinson	20220104	65
Jesse Sullivan	20220104	4
Doug Wardlow	20220104	1
Helena Foulkes	20220104	2
Rebecca Kleefisch	20220104	2
Anthony Sabatini	20220104	51
JB Smiley Jr.	20220104	1
Derrick Van Orden	20220104	6
Rayla Campbell	20220104	1
Mariannette Miller-Meeks	20220104	25
Tony Vargas	20220104	2
Zach Conine	20220104	3
Taylor Sappington	20220104	1
Jumaane Williams	20220104	3
Thomas O'Mara	20220104	9
Kevin Nicholson	20220104	1
Steve Sisolak	20220104	12
Kevin Rinke	20220104	5
Alexi Giannoulias	20220104	3
Rey Herrera	20220104	2
Jocelyn Benson	20220104	19
Patricia Spearman	20220104	1
Terri Pickens Manweiler	20220104	1
Daniel Uhlfelder	20220104	279
Brian Dahle	20220104	2
Sean Scanlon	20220104	2
Zachary Varon	20220104	1
Yuh-Line Niou	20220104	19
Ryan Graham	20220104	5
Jinny Suh	20220104	7
Ned Lamont	20220104	19
Themis Klarides	20220104	1
Chris Sununu	20220104	1
Jeremy Cooney	20220104	3
Gretchen Whitmer	20220104	14
Julia Salazar	20220104	3
Ben Clark	20220104	1
Marilyn Dondero Loop	20220104	1
Matt Birk	20220104	10
Pat Dowell	20220104	1
Ken Paxton	20220104	14
Juan Juárez	20220104	2
Steve Marshall	20220104	2
Karoline Leavitt	20220104	4
Rob Astorino	20220104	3
Laura Montoya	20220104	1
Joe Jaworski	20220104	14
Letitia James	20220104	130
Jay Kleberg	20220104	3
Jon Husted	20220104	1
Stefano Forte	20220104	11
Fabian Donate	20220104	12
Dee Watson	20220104	4
Kyle Yudes	20220104	4
Ron DeSantis	20220104	53
Shelley Mayer	20220104	2
James Ohrenschall	20220104	1
Roger Roth	20220104	1
Cynthia Mendes	20220104	5
Cindy Axne	20220104	2
Tina Kotek	20220104	1
Gary Votour	20220104	2
Jay Chaudhuri	20220104	1
John Joseph Mercadante	20220104	2
Paul Sand	20220104	14
Timothy Ramthun	20220104	1
Gavin Newsom	20220104	17
Lance Christensen	20220104	10
Tim Echols	20220104	9
Paul Pate	20220104	1
John Barge	20220104	15
Christina Olson	20220104	1
Susana Mendoza	20220104	3
Christine Drazan	20220104	7
Michael L. Fitzgerald	20220104	1
Lisa Barnes	20220104	1
Abraham Hamadeh	20220104	16
Kristopher Dahir	20220104	1
Alessandra Biaggi	20220104	3
Linda Lee Tarver	20220104	1
