Date	Name	Source	Tweets	TweetCount	SusDomainTweets	SusUserTweets	PeakIQR
20220312	Josh Shapiro	SusDomain	so I’m clear josh;you want to knock down the barrier (your words).Be cautious with your words. We all know papi joe is reported to be the reason our economy is in the tank. NO?REMEMBER NOV NO FOR SHAPIRO; no seriously josh-please do a great service for Pennsylvanians-get your papi joe biden to help with your campaign. It will be the absolute right thing to do= WIN,WIN for Pa. He can hit a couple of key city’s with you.; Looks more like you’re failing to cooperate in a court ordered investigation into election interference.Shouldn’t your job as AG been to have 100% investigated any and all possibilities of election fraud in our State as opposed to fighting against it?; your audience for Rhetorical pander is dwindling. Now what josh= switch parties and investigate voter fraud in PA that doesn’t exist?I predict josh will switch hit.REMEMBER IN NOV VOT NO VOTE PANDERMAN JOSH; no seriously josh-please do a great service for Pennsylvanians-get your papi joe biden to help with your campaign. It will be the absolute right thing to do= WIN,WIN for Pa. He can hit a couple of key city’s with you.; read a paper or watch the news lately; maybe get a feel for reality; or just spit pander until it buries you. You support your party decisions and obviously relate closely to your papi joe biden= only interested in selfie	3587.0	6.0	24.0	1.5
20220312	Michelle Lujan Grisham	SusDomain	Help me continue to deliver for New Mexico! Join our team - pitch in today and.	119.0	3.0	2.0	1.5
20220314	Andrew Giuliani	SusDomain	I’ll be joining the ⁦ ⁩ Show TODAY at 11:40am! Tune in here:; Please do something to defend John Paul Mac Isaac. He is a hero and deserves the support of Americans and freedom defending citizens worldwide. Can you cover the present Hunter Biden-Rus-CCP oil deals. This was from February.	29.0	10.0	1.0	4.0
20220315	Beto O'Rourke	SusDomain	How does this makes sense when YOU/DEMOCRATS have been FORCING legal Americans/U.S. residents to be part of a medical experiment, &amp; must be tested for COVID-19 to keep their jobs?; THIS IS HOW BETO'S WORLD WILL BE,,; WORKIN TOGETHER ON VIOLENCE TOWARDS WOMEN; How does this makes sense when YOU/DEMOCRATS have been FORCING legal Americans/U.S. residents to be part of a medical experiment, &amp; must be tested for COVID-19 to keep their jobs?; How does this makes sense when YOU/DEMOCRATS have been FORCING legal Americans/U.S. residents to be part of a medical experiment, &amp; must be tested for COVID-19 to keep their jobs?; MAKE INVESTMENTS IN BULLYING WOMEN?; Dallas Police confirmed they have launched an investigation into the officer who assaulted me.’s staffer has been issued a citation for assault.will not answer why there was conveniently no bodycam footage.; Another refreshing video fromSays He Will Buy Back Texans’ AR-15s As Governor of Texas; IS COMPLICIT IN VIOLENCE AGAINST WOMEN; Your a weasel	13106.0	20.0	153.0	3.0
20220315	Lee Zeldin	SusDomain	"We teach our kids right from wrong, to tell the truth, be kind to others. Those are values that 41-year old Rep. Lee Zeldin doesn’t share.; ""..think about how it must feel to know that your representative in Washington is trying to get re-elected by tricking you into voting on the wrong day so your vote won't count.""; ""The campaign survey showswith 45.5% of the vote to 44% for Hochul, with the rest undecided. The hypothetical matchup is within the poll's margin of error, which means the race is a dead heat.""; ""The campaign survey showswith 45.5% of the vote to 44% for Hochul, with the rest undecided. The hypothetical matchup is within the poll's margin of error, which means the race is a dead heat."""	2252.0	13.0	28.0	3.0
20220316	Bob Stefanowski	SusDomain	Talkingandwith:…; Talkingandwith:	36.0	4.0	1.0	4.0
20220316	Brad Little	SusDomain	YOU CARE ABOUT US IDAHOANS A Hell of a lot more than the last 2 Governors, especiallyI see how you are Helping return BABY CYRUS to his parents. Good Job. Let all Idahoans stand together &amp; oust Agenda 21 &amp; its Govt. Agencies. CPS; YOU CARE ABOUT US IDAHOANS A Hell of a lot more than the last 2 Governors, especiallyI see how you are Helping return BABY CYRUS to his parents. Good Job. Let all Idahoans stand together &amp; oust Agenda 21 &amp; its Govt. Agencies. CPS; The nation is watching the bodies of pregnant people in Idaho be used as a political clutch to extremists. Urgeto veto SB1309!; YOU CARE ABOUT US IDAHOANS A Hell of a lot more than the last 2 Governors, especiallyI see how you are Helping return BABY CYRUS to his parents. Good Job. Let all Idahoans stand together &amp; oust Agenda 21 &amp; its Govt. Agencies. CPS	435.0	4.0	4.0	1.5
20220317	Josh Shapiro	SusDomain	The desperation and false promises are growing by the minute.I guess this will be next:; The desperation and false promises are growing by the minute.I guess this will be next:; In 2️⃣ days, join EmgagePAC,, DE State Rep., AG, and Ryan N. Boyer for our meet and greet to learn more about our work and this crucial 2022 election cycle! Halal dinner will be served.RSVP:; Todayoutlined a new plan that looks to eliminate a tax on cell phone service and provide gas tax refunds worth $250 to Pennsylvania drivers.More here via:; In 2️⃣ days, join EmgagePAC,, DE State Rep., AG, and Ryan N. Boyer for our meet and greet to learn more about our work and this crucial 2022 election cycle! Halal dinner will be served.RSVP:	2089.0	8.0	46.0	3.0
20220317	Kandiss Taylor	SusDomain	...meanwhile...as the Wisconsin GOP ACTUALLY implodes... ; ...meanwhile...as the Wisconsin GOP ACTUALLY implodes... ; Being agroup we are highlighting true conservative Georgia grassroots candidates on our website. Candidates such asand many many others.	2226.0	3.0	8.0	1.5
20220317	Kathy Hochul	SusDomain	The End of COVID-19; No sound. Can’t hear the boos like at the Garden. Hochul is gone in November.; The End of COVID-19; If we elect, she'll implement anCongestion Pricing scam modeled on London...except London may scrap it &amp; start over. It failed to meet any goal but raising revenue, &amp; its best we don't lie about this or the cost on NYers. Read my op ed:; (6)Too late for most of us. Campaign team is shellshocked by her being beaten by a Zeldin and now she’s moving to help protect us in our homes and stores and streets but I don’t trust her. KEEP THE PRESSURE!!!; New York Governor Kathy Hochul is steeped in Irishness and knows all about her roots.; New York Governor Kathy Hochul is steeped in Irishness and knows all about her roots.; The End of COVID-19; If we elect, she'll implement anCongestion Pricing scam modeled on London...except London may scrap it &amp; start over. It failed to meet any goal but raising revenue, &amp; its best we don't lie about this or the cost on NYers. Read my op ed:; Solidarity! NY State Senate Dem boss(D-Albany) says Gov.(D-Albany) stands with her for keeping violent criminals with long rap sheets on the street rather than in jail while awaiting trial.	652.0	16.0	10.0	4.0
20220317	Ron DeSantis	SusDomain	Lawsuit: Newborn baby dies after mother forced to give birth in Florida jail; What was he teaching?; This is the “Year of the Parent” thanks to the leadership of Governor. 💪🔥; Lawsuit: Newborn baby dies after mother forced to give birth in Florida jail	1360.0	37.0	5.0	4.0
20220318	Charlie Crist	SusDomain	You mean you don’t like a state with record job growth, lowest C19 numbers and constitutional freedoms. Your party’s track record is disastrous-perhaps you’d like to turn Florida into New York,California or Illinois. No thanks; Good choice, Dems!; Is this the man you wanted for governor?; This is what Florida dodged.... ; Get a amazon gift card free just following some simple steps to win this exciting offer. Just click the link bellow and submit your mail to be lucky winner of a free gift card. Click here:; Is this the man you wanted for governor?; Good choice, Dems!; I am definitely not voting for.. but I don't want to vote for your crooked ass either. Can we get a candidate that is actually better? Maybe someone who isn't a corporate stooge?; Is this the man you wanted for governor?; Is this the man you wanted for governor?	18275.0	10.0	28.0	3.0
20220318	Stacey Abrams	SusDomain	I wrote my second ever article foraboutand.; ,; I wrote my second ever article foraboutand.; Bwahahahahaha! Oh, the things I want to say that I’m not supposed to! Good Grief... Stacey Abrams Makes Cameo As President of United Earth On ‘Star Trek: Discovery’via; ,; ,	9930.0	6.0	52.0	1.5
20220319	Brad Little	SusDomain	Ifdoesn’t veto Idaho’s near-total abortion ban, Idahoans will be forced to flee the state to access care. Many people can’t afford the trip — and the cost to our personal liberty is unconscionable. Send Little the bill:; We rallied to protect safe &amp; legal abortion access. SB1309 is cruel &amp; flies in the face of our state’s supposed stance against “big government.”is about to 300+ invoices outlining costs he’ll need to cover if folks have to flee ID.;  : “Idaho SB 1309 is inhumane and shown that it substantially interferes with and abridges long-established tenets and practices of the LDS faith, the largest faith-group in the state of Idaho.”; Ifdoesn’t veto Idaho’s near-total abortion ban, Idahoans will be forced to flee the state to access care. Many people can’t afford the trip — and the cost to our personal liberty is unconscionable. Send Little the bill:	296.0	4.0	3.0	1.5
20220319	Michelle Lujan Grisham	SusDomain	Help us continue our progress in New Mexico and rush us $22 today, so we win in 2022.	280.0	5.0	4.0	4.0
20220320	Andrew Giuliani	SusDomain	Giuliani henchman Lev Parnas says Hunter Biden was 'set up' with seat on Burisma board Bob Brigham March 19, 2022; Giuliani henchman Lev Parnas says Hunter Biden was 'set up' with seat on Burisma board Bob Brigham March 19, 2022	44.0	11.0	2.0	4.0
20220321	Doug Mastriano	SusDomain	We need punishment for this now Pennsylvania Trafficker Dumping Handfuls of Ballots into Ballot Drop Box in Montgomery County - Video Shows More than 100 People Dropping More than 1 Ballot into Drop Box in Just a Few Hours (VIDEO); We need punishment for this now Pennsylvania Trafficker Dumping Handfuls of Ballots into Ballot Drop Box in Montgomery County - Video Shows More than 100 People Dropping More than 1 Ballot into Drop Box in Just a Few Hours (VIDEO); Stuff like this needs to stop. Pennsylvania Video Shows Ballot Trafficker Dumping Handfuls of Ballots into Ballot Drop Box in Montgomery County - Video Shows More than 100 People Dropping More than 1 Ballot into Drop Box in Just a Few Hours (VIDEO)	233.0	3.0	20.0	1.5
20220321	Josh Shapiro	SusDomain	TOMORROW, 7PM EDT:campaign mgr&amp; PA AG &amp; Democratic candidate fordiscuss his platform from theperspective!Register via the link and see you tomorrow!; It’s not a sham.There’s plenty of evidence to support the claim.; It’s not a sham.There’s plenty of evidence to support the claim.; Heyand; Here’s proof we had cheating in PA voting yet you refused to even investigate.And you even brag about stopping lawsuits looking into this.If you can’t be trusted to do your job as AG why would anyone want to vote for you for Governor?	2157.0	12.0	37.0	4.0
20220321	Matt Salmon	SusDomain	Biden Just Set Another Worst-Ever Record At Border — And He's Guaranteeing Crisis Will Growvia…; This is a BIG win for parents across Arizona.I was proud to endorse Senate Bill 1211 (and I u…	28.0	4.0	5.0	4.0
20220321	Sarah Huckabee Sanders	SusDomain	"No one talks about 'socialism -The 'uneducated' are telling you that all democratic-socialism/'leftist' is exactly the same as COMMUNISM/Marxism! (It is Not!)Tick off the 'liberal' programs to delete:; No one talks about 'socialism -The 'uneducated' are telling you that all democratic-socialism/'leftist' is exactly the same as COMMUNISM/Marxism! (It is Not!)Tick off the 'liberal' programs to delete:; A VITAL WARNING AND CALL TO CHRISTIANS ABOUT ""The New World Order"" via ""The Great Reset"" by Archbishop Vigano; Sarah Huckabee Sanders has just 33 words for the largest mass shooting this year that just happened in her state; Sarah Huckabee Sanders has just 33 words for the largest mass shooting this yearis IMBICILL uncaring so called Christian who wants to govern Arkansas wise up people she's not qualified barely human 😤; No one talks about 'socialism -The 'uneducated' are telling you that all democratic-socialism/'leftist' is exactly the same as COMMUNISM/Marxism! (It is Not!)Tick off the 'liberal' programs to delete:; Sarah Huckabee Sanders has just 33 words for the largest mass shooting this year that just happened in her state"	3847.0	9.0	5.0	1.5
20220322	Charlie Crist	SusDomain	Wake up; Naked Hunter Biden tells prostitute Russians stole another laptopvia; Woke is an infiltration of lies and the people who make these movements have chaos and organized Khazarian Mafia for closet leaders where have you been Crist and Fried your backed by one of the worst on the planets Soros.; You sure? Do they have law classes in the 5th grade?; Woke is an infiltration of lies and the people who make these movements have chaos and organized Khazarian Mafia for closet leaders where have you been Crist and Fried your backed by one of the worst on the planets Soros.; Naked Hunter Biden tells prostitute Russians stole another laptopvia	11709.0	8.0	23.0	1.5
20220322	Kathy Hochul	SusDomain	You haven't fought back against those smearing feces on our faces tho. Why?; Enough units to house all NYC’s homeless are sitting vacant: survey .....stop this madness…; Enough units to house all NYC’s homeless are sitting vacant: survey .....stop this madness; You haven't fought back against those smearing feces on our faces tho. Why?; You haven't fought back against those smearing feces on our faces tho. Why?; You haven't fought back against those smearing feces on our faces tho. Why?	538.0	10.0	8.0	3.0
20220323	Jumaane Williams	SusDomain	"What about this case? I believe assault especially on minors should be automatic bail.; What about this case? I believe assault especially on minors should be automatic bail.;  ,,,,,: Unacceptable: the policies of ""progressive"" ideologues likeBragg,,,,promote crime.via; Join' virtual panel onwhich provides access to a college education for incarcerated people. The discussion is moderated by&amp; features,,, &amp;. RSVP:; What about this case? I believe assault especially on minors should be automatic bail.; Leave it to theto try to paintas a hypocrite. This is absurd."	326.0	6.0	9.0	1.5
20220324	Henry McMaster	SusDomain	Henry McMaster why are 1800 UNTESTED RAPE kits in SC; Henry McMaster why are 1800 UNTESTED RAPE kits in SC	188.0	6.0	1.0	4.0
20220324	Kristi L. Noem	SusDomain	The Truth About Gun Violence By The NumbersWatch The Full Video Here:; The Internet, Crypto, Bitcoin, and Now NFT's...The Next BIG Thing! NFT's are just the start and technology behind them is here to stay, why not learn from the experts that already made money from flipping NFTs and that are already in the NFT space.; W/ BIDEN N DEMS' CRIME WAVE/CRIMINALS FIRST VICTIMS LAST-INSANITY, n biden's nomination of a far left-activist to the sc, who is weak on criminals/crime, our 2nd amend right is our lifeline.; The Internet, Crypto, Bitcoin, and Now NFT's...The Next BIG Thing! NFT's are just the start and technology behind them is here to stay, why not learn from the experts that already made money from flipping NFTs and that are already in the NFT space.; Have you ever thought about the money you can save on taxes by simply starting a part-time opportunity ...! Fill in the form below...; The Truth About Gun Violence By The NumbersWatch The Full Video Here:	1874.0	6.0	5.0	1.5
20220325	David Perdue	SusDomain	What happened toin theUS Senate race! Did Abrams take credit 4 these teens work? They registered more than 65,000 students nationally for 2020 Pres elect &amp; 17,000 students in GA by sharing their website in college email threads.	331.0	4.0	3.0	1.5
20220325	Josh Shapiro	SusDomain	Breaking Gun Laws to Oppose Gun Laws! YOU ARE NOT ABOVE THE LAW JOSH; Just for reference, here is an AG who does their job, shows up, and doesn't bad mouth other states. BTW he is from ALABAMA!; As josh shapiro and Atty Gen agents pander/clammer over ghost guns and gun laws-did they themselves violate state and federal gun laws for votes? Possibly so.The courts will decide. REMEMBER NOVEMBER HELL NO SHAPIRO; As josh shapiro and Atty Gen agents pander/clammer over ghost guns and gun laws-did they themselves violate state and federal gun laws for votes? Possibly so.The courts will decide. REMEMBER NOVEMBER HELL NO SHAPIRO; How about securing our Borders!; As josh shapiro and Atty Gen agents pander/clammer over ghost guns and gun laws-did they themselves violate state and federal gun laws for votes? Possibly so.The courts will decide. REMEMBER NOVEMBER HELL NO SHAPIRO	2442.0	7.0	35.0	1.5
20220326	Jumaane Williams	SusDomain	it's all the money not the health of the people. Adams admits ex-Council Speaker Corey Johnson lobbied for Nets on athlete vaccine exemptionvia; Facts and fear. Kids are getting shot, and you and other progressives continue to believe we should be more concerned about protecting inmates and suspects of violent crime.; Facts and fear. Kids are getting shot, and you and other progressives continue to believe we should be more concerned about protecting inmates and suspects of violent crime.; No one cares Criminal Advocate. Focus on the mess you've created.; Eric Adams considering using drones to fight NYC crime, sources sayvia; No one cares Criminal Advocate. Focus on the mess you've created.	222.0	6.0	9.0	1.5
20220327	Rebecca Kleefisch	SusDomain	The latest example of liberal big tech censorship.keep up the fight!; The latest example of liberal big tech censorship.keep up the fight!	908.0	15.0	4.0	4.0
20220328	Brian Dahle	SusDomain	Californians are tired of the waste and mismanagement of our state’s natural resources. So am I.	11.0	7.0	1.0	4.0
